,target,alt_tar_lst,phon,sem
1199,embargos,correction,9.0,0.803356703858998
1200,embryo,embryo,0.0,0.0
1201,embryo,embargo,2.0,0.6946849592005763
1202,embryo,migraine,7.0,0.663650691862131
1203,embryo,embryos,1.0,0.20759659517209916
1204,embargo,embargo,0.0,2.220446049250313e-16
1205,embargo,embryo,2.0,0.6946849592005763
1206,embargo,migraine,7.0,0.7139786467429194
1207,embargo,embryos,3.0,0.7184839471921494
1208,migraine,migraine,0.0,0.0
1209,migraine,embryo,7.0,0.663650691862131
1210,migraine,embargo,7.0,0.7139786467429194
1211,migraine,embryos,7.0,0.6517448038312021
1212,embryos,embryos,0.0,0.0
1213,embryos,embryo,1.0,0.20759659517209916
1214,embryos,embargo,3.0,0.7184839471921494
1215,embryos,migraine,7.0,0.6517448038312021
1216,irritation,irritation,0.0,1.1102230246251565e-16
1217,irritation,irrigation,1.0,0.5467237611370024
1218,irritation,frankincense,10.0,0.6651183354013529
1219,irritation,irritations,1.0,0.3458924509914867
1220,irrigation,irrigation,0.0,1.1102230246251565e-16
1221,irrigation,irritation,1.0,0.5467237611370024
1222,irrigation,frankincense,10.0,0.751855245559251
1223,irrigation,irritations,2.0,0.6208315522447594
1224,frankincense,frankincense,0.0,0.0
1225,frankincense,irritation,10.0,0.6651183354013529
1226,frankincense,irrigation,10.0,0.751855245559251
1227,frankincense,irritations,9.0,0.7820615548750278
1228,irritations,irritations,0.0,5.551115123125783e-17
1229,irritations,irritation,1.0,0.3458924509914867
1230,irritations,irrigation,2.0,0.6208315522447594
1231,irritations,frankincense,9.0,0.7820615548750278
1232,irrigation,irrigation,0.0,1.1102230246251565e-16
1233,irrigation,irritation,1.0,0.5467237611370024
1234,irrigation,caption,6.0,0.7202917364366109
1235,irrigation,irrigations,1.0,0.25130091479425054
1236,irritation,irritation,0.0,1.1102230246251565e-16
1237,irritation,irrigation,1.0,0.5467237611370024
1238,irritation,caption,6.0,0.7828041062818872
1239,irritation,irrigations,2.0,0.6027040409820341
1240,caption,caption,0.0,0.0
1241,caption,irrigation,6.0,0.7202917364366109
1242,caption,irritation,6.0,0.7828041062818872
1243,caption,irrigations,7.0,0.7279392159203746
1244,irrigations,irrigations,0.0,5.551115123125783e-17
1245,irrigations,irrigation,1.0,0.25130091479425054
1246,irrigations,irritation,2.0,0.6027040409820341
1247,irrigations,caption,7.0,0.7279392159203746
1248,mobility,mobility,0.0,0.0
1249,mobility,nobility,1.0,0.6605105521416633
1250,mobility,spinster,7.0,0.7867068281809391
1251,mobility,mobilities,3.0,0.7405996619035731
1252,nobility,nobility,0.0,0.0
1253,nobility,mobility,1.0,0.6605105521416633
1254,nobility,spinster,7.0,0.7709202883183921
1255,nobility,mobilities,4.0,0.6857827215137302
1256,spinster,spinster,0.0,0.0
1257,spinster,mobility,7.0,0.7867068281809391
1258,spinster,nobility,7.0,0.7709202883183921
1259,spinster,mobilities,7.0,0.7788251693352481
1260,mobilities,mobilities,0.0,0.0
1261,mobilities,mobility,3.0,0.7405996619035731
1262,mobilities,nobility,4.0,0.6857827215137302
1263,mobilities,spinster,7.0,0.7788251693352481
1264,nobility,nobility,0.0,0.0
1265,nobility,mobility,1.0,0.6605105521416633
1266,nobility,pheromone,9.0,0.7850630599723935
1267,nobility,nobilities,3.0,0.5177448637171342
1268,mobility,mobility,0.0,0.0
1269,mobility,nobility,1.0,0.6605105521416633
1270,mobility,pheromone,9.0,0.7987405098169233
1271,mobility,nobilities,4.0,0.765554382630207
1272,pheromone,pheromone,0.0,0.0
1273,pheromone,nobility,9.0,0.7850630599723935
1274,pheromone,mobility,9.0,0.7987405098169233
1275,pheromone,nobilities,9.0,0.8328080782428269
1276,nobilities,nobilities,0.0,1.1102230246251565e-16
1277,nobilities,nobility,3.0,0.5177448637171342
1278,nobilities,mobility,4.0,0.765554382630207
1279,nobilities,pheromone,9.0,0.8328080782428269
1280,nymph,nymph,0.0,1.1102230246251565e-16
1281,nymph,lymph,1.0,0.8034045262384668
1282,nymph,destiny,7.0,0.8429111619953124
1283,nymph,nymphs,1.0,1.1102230246251565e-16
1284,lymph,lymph,0.0,0.0
1285,lymph,nymph,1.0,0.8034045262384668
1286,lymph,destiny,7.0,0.7660628924956303
1287,lymph,nymphs,2.0,0.8034045262384668
1288,destiny,destiny,0.0,0.0
1289,destiny,nymph,7.0,0.8429111619953124
1290,destiny,lymph,7.0,0.7660628924956303
1291,destiny,nymphs,7.0,0.8429111619953124
1292,nymphs,nymphs,0.0,7.401486830834377e-17
1293,nymphs,nymph,1.0,1.1102230246251565e-16
1294,nymphs,lymph,2.0,0.8034045262384668
1295,nymphs,destiny,7.0,0.8429111619953124
1296,lymph,lymph,0.0,0.0
1297,lymph,nymph,1.0,0.8034045262384668
1298,lymph,campaign,6.0,0.8050512428393705
1299,lymph,lymphs,1.0,0.0
1300,nymph,nymph,0.0,1.1102230246251565e-16
1301,nymph,lymph,1.0,0.8034045262384668
1302,nymph,campaign,6.0,0.8240276664510822
1303,nymph,lymphs,2.0,0.8390422871517969
1304,campaign,campaign,0.0,0.0
1305,campaign,lymph,6.0,0.8050512428393705
1306,campaign,nymph,6.0,0.8240276664510822
1307,campaign,lymphs,6.0,0.8050512428393705
1308,lymphs,lymphs,0.0,0.0
1309,lymphs,lymph,1.0,0.0
1310,lymphs,nymph,2.0,0.8390422871517969
1311,lymphs,campaign,6.0,0.8050512428393705
1312,juggler,juggler,0.0,0.0
1313,juggler,jugular,2.0,0.6512937368534997
1314,juggler,cavity,7.0,0.787514068318479
1315,juggler,jugglers,1.0,0.6459736693488666
1316,jugular,jugular,0.0,1.1102230246251565e-16
1317,jugular,juggler,2.0,0.6512937368534997
1318,jugular,cavity,7.0,0.7028888230815398
1319,jugular,jugglers,3.0,0.36067464526700416
1320,cavity,cavity,0.0,1.1102230246251565e-16
1321,cavity,juggler,7.0,0.787514068318479
1322,cavity,jugular,7.0,0.7028888230815398
1323,cavity,jugglers,8.0,0.7028888230815398
1324,jugglers,jugglers,0.0,1.1102230246251565e-16
1325,jugglers,juggler,1.0,0.6459736693488666
1326,jugglers,jugular,3.0,0.36067464526700416
1327,jugglers,cavity,8.0,0.7028888230815398
1328,jugular,jugular,0.0,1.1102230246251565e-16
1329,jugular,juggler,2.0,0.6512937368534997
1330,jugular,nymph,7.0,0.7969244735584258
1331,jugular,jugulars,1.0,1.1102230246251565e-16
1332,juggler,juggler,0.0,0.0
1333,juggler,jugular,2.0,0.6512937368534997
1334,juggler,nymph,7.0,0.7961478895927181
1335,juggler,jugulars,3.0,0.6512937368534997
1336,nymph,nymph,0.0,1.1102230246251565e-16
1337,nymph,jugular,7.0,0.7969244735584258
1338,nymph,juggler,7.0,0.7961478895927181
1339,nymph,jugulars,8.0,0.7969244735584258
1340,jugulars,jugulars,0.0,7.401486830834377e-17
1341,jugulars,jugular,1.0,1.1102230246251565e-16
1342,jugulars,juggler,3.0,0.6512937368534997
1343,jugulars,nymph,8.0,0.7969244735584258
1344,cartoon,cartoon,0.0,0.0
1345,cartoon,carton,1.0,0.6095101232025675
1346,cartoon,boundary,8.0,0.7258472950190527
1347,cartoon,cartoons,1.0,0.21580488891311211
1348,carton,carton,0.0,5.551115123125783e-17
1349,carton,cartoon,1.0,0.6095101232025675
1350,carton,boundary,8.0,0.7317241236246866
1351,carton,cartoons,2.0,0.654705948037323
1352,boundary,boundary,0.0,0.0
1353,boundary,cartoon,8.0,0.7258472950190527
1354,boundary,carton,8.0,0.7317241236246866
1355,boundary,cartoons,8.0,0.7359541214289098
1356,cartoons,cartoons,0.0,0.0
1357,cartoons,cartoon,1.0,0.21580488891311211
1358,cartoons,carton,2.0,0.654705948037323
1359,cartoons,boundary,8.0,0.7359541214289098
1360,carton,carton,0.0,5.551115123125783e-17
1361,carton,cartoon,1.0,0.6095101232025675
1362,carton,campaign,5.0,0.8069066563752529
1363,carton,cartons,1.0,0.2128442144541784
1364,cartoon,cartoon,0.0,0.0
1365,cartoon,carton,1.0,0.6095101232025675
1366,cartoon,campaign,5.0,0.7358231669877886
1367,cartoon,cartons,2.0,0.6095101232025675
1368,campaign,campaign,0.0,0.0
1369,campaign,carton,5.0,0.8069066563752529
1370,campaign,cartoon,5.0,0.7358231669877886
1371,campaign,cartons,6.0,0.8069066563752529
1372,cartons,cartons,0.0,0.0
1373,cartons,carton,1.0,0.2128442144541784
1374,cartons,cartoon,2.0,0.6095101232025675
1375,cartons,campaign,6.0,0.8069066563752529
1376,splinter,splinter,0.0,5.551115123125783e-17
1377,splinter,spinster,2.0,0.761341667130418
1378,splinter,nobility,7.0,0.718506641860768
1379,splinter,splinters,1.0,0.17830213412448725
1380,spinster,spinster,0.0,0.0
1381,spinster,splinter,2.0,0.761341667130418
1382,spinster,nobility,7.0,0.7709202883183921
1383,spinster,splinters,3.0,0.7572418531722198
1384,nobility,nobility,0.0,0.0
1385,nobility,splinter,7.0,0.718506641860768
1386,nobility,spinster,7.0,0.7709202883183921
1387,nobility,splinters,8.0,0.718506641860768
1388,splinters,splinters,0.0,1.6653345369377348e-16
1389,splinters,splinter,1.0,0.17830213412448725
1390,splinters,spinster,3.0,0.7572418531722198
1391,splinters,nobility,8.0,0.718506641860768
1392,spinster,spinster,0.0,0.0
1393,spinster,splinter,2.0,0.761341667130418
1394,spinster,radium,8.0,0.8077296507955198
1395,spinster,spinsters,1.0,0.10356302232778297
1396,splinter,splinter,0.0,5.551115123125783e-17
1397,splinter,spinster,2.0,0.761341667130418
1398,splinter,radium,7.0,0.79312682471538
1399,splinter,spinsters,3.0,0.7809632519064773
1400,radium,radium,0.0,5.551115123125783e-17
1401,radium,spinster,8.0,0.8077296507955198
1402,radium,splinter,7.0,0.79312682471538
1403,radium,spinsters,9.0,0.8032934946608442
1404,spinsters,spinsters,0.0,0.0
1405,spinsters,spinster,1.0,0.10356302232778297
1406,spinsters,splinter,3.0,0.7809632519064773
1407,spinsters,radium,9.0,0.8032934946608442
1408,stipulation,stipulation,0.0,1.1102230246251565e-16
1409,stipulation,stimulation,1.0,0.7505216048271649
1410,stipulation,altitude,9.0,0.7954112505047628
1411,stipulation,stipulations,1.0,0.11278561344747456
1412,stimulation,stimulation,0.0,1.1102230246251565e-16
1413,stimulation,stipulation,1.0,0.7505216048271649
1414,stimulation,altitude,9.0,0.7064099626396445
1415,stimulation,stipulations,2.0,0.7505216048271649
1416,altitude,altitude,0.0,0.0
1417,altitude,stipulation,9.0,0.7954112505047628
1418,altitude,stimulation,9.0,0.7064099626396445
1419,altitude,stipulations,10.0,0.7954112505047628
1420,stipulations,stipulations,0.0,0.0
1421,stipulations,stipulation,1.0,0.11278561344747456
1422,stipulations,stimulation,2.0,0.7505216048271649
1423,stipulations,altitude,10.0,0.7954112505047628
1424,stimulation,stimulation,0.0,1.1102230246251565e-16
1425,stimulation,stipulation,1.0,0.7505216048271649
1426,stimulation,sediment,8.0,0.6169113216218274
1427,stimulation,stimulations,1.0,0.38378125436497756
1428,stipulation,stipulation,0.0,1.1102230246251565e-16
1429,stipulation,stimulation,1.0,0.7505216048271649
1430,stipulation,sediment,9.0,0.7497323656613024
1431,stipulation,stimulations,2.0,0.44751645783537036
1432,sediment,sediment,0.0,0.0
1433,sediment,stimulation,8.0,0.6169113216218274
1434,sediment,stipulation,9.0,0.7497323656613024
1435,sediment,stimulations,9.0,0.7086944640117918
1436,stimulations,stimulations,0.0,0.0
1437,stimulations,stimulation,1.0,0.38378125436497756
1438,stimulations,stipulation,2.0,0.44751645783537036
1439,stimulations,sediment,9.0,0.7086944640117918
1440,immunity,immunity,0.0,0.0
1441,immunity,mutiny,4.0,0.7698784103890699
1442,immunity,cartoon,8.0,0.7814917719741816
1443,immunity,immunities,3.0,0.4899005983761354
1444,mutiny,mutiny,0.0,5.551115123125783e-17
1445,mutiny,immunity,4.0,0.7698784103890699
1446,mutiny,cartoon,6.0,0.7457816356456677
1447,mutiny,immunities,6.0,0.7421403559678387
1448,cartoon,cartoon,0.0,0.0
1449,cartoon,immunity,8.0,0.7814917719741816
1450,cartoon,mutiny,6.0,0.7457816356456677
1451,cartoon,immunities,9.0,0.7236286865295618
1452,immunities,immunities,0.0,0.0
1453,immunities,immunity,3.0,0.4899005983761354
1454,immunities,mutiny,6.0,0.7421403559678387
1455,immunities,cartoon,9.0,0.7236286865295618
1456,mutiny,mutiny,0.0,5.551115123125783e-17
1457,mutiny,immunity,4.0,0.7698784103890699
1458,mutiny,correlation,9.0,0.7949795074191756
1459,mutiny,mutinies,3.0,0.3270932432105939
1460,immunity,immunity,0.0,0.0
1461,immunity,mutiny,4.0,0.7698784103890699
1462,immunity,correlation,10.0,0.719299842896618
1463,immunity,mutinies,6.0,0.7698784103890699
1464,correlation,correlation,0.0,0.0
1465,correlation,mutiny,9.0,0.7949795074191756
1466,correlation,immunity,10.0,0.719299842896618
1467,correlation,mutinies,10.0,0.7949795074191756
1468,mutinies,mutinies,0.0,3.700743415417188e-17
1469,mutinies,mutiny,3.0,0.3270932432105939
1470,mutinies,immunity,6.0,0.7698784103890699
1471,mutinies,correlation,10.0,0.7949795074191756
1472,mortar,mortar,0.0,0.0
1473,mortar,mortal,1.0,0.7242795855693263
1474,mortar,humidity,7.0,0.6235433372338499
1475,mortar,mortars,1.0,0.4864450591231556
1476,mortal,mortal,0.0,1.1102230246251565e-16
1477,mortal,mortar,1.0,0.7242795855693263
1478,mortal,humidity,7.0,0.7396087331675738
1479,mortal,mortars,2.0,0.6427306554038787
1480,humidity,humidity,0.0,0.0
1481,humidity,mortar,7.0,0.6235433372338499
1482,humidity,mortal,7.0,0.7396087331675738
1483,humidity,mortars,8.0,0.684834555188551
1484,mortars,mortars,0.0,0.0
1485,mortars,mortar,1.0,0.4864450591231556
1486,mortars,mortal,2.0,0.6427306554038787
1487,mortars,humidity,8.0,0.684834555188551
1488,mortal,mortal,0.0,1.1102230246251565e-16
1489,mortal,mortar,1.0,0.7242795855693263
1490,mortal,expectation,9.0,0.7320437685685323
1491,mortal,mortals,1.0,0.35450775124311507
1492,mortar,mortar,0.0,0.0
1493,mortar,mortal,1.0,0.7242795855693263
1494,mortar,expectation,9.0,0.7432485056663086
1495,mortar,mortals,2.0,0.7449364629574421
1496,expectation,expectation,0.0,1.1102230246251565e-16
1497,expectation,mortal,9.0,0.7320437685685323
1498,expectation,mortar,9.0,0.7432485056663086
1499,expectation,mortals,9.0,0.7120555047068022
1500,mortals,mortals,0.0,0.0
1501,mortals,mortal,1.0,0.35450775124311507
1502,mortals,mortar,2.0,0.7449364629574421
1503,mortals,expectation,9.0,0.7120555047068022
1504,abbreviation,abbreviation,0.0,1.1102230246251565e-16
1505,abbreviation,inebriation,5.0,0.8879822496449488
1506,abbreviation,mobility,9.0,0.7875472846234293
1507,abbreviation,abbreviations,1.0,0.5264702542732946
1508,inebriation,inebriation,0.0,5.551115123125783e-17
1509,inebriation,abbreviation,5.0,0.8879822496449488
1510,inebriation,mobility,8.0,0.8876673602386252
1511,inebriation,abbreviations,6.0,0.8446062510537962
1512,mobility,mobility,0.0,0.0
1513,mobility,abbreviation,9.0,0.7875472846234293
1514,mobility,inebriation,8.0,0.8876673602386252
1515,mobility,abbreviations,10.0,0.7908463506341303
1516,abbreviations,abbreviations,0.0,5.551115123125783e-17
1517,abbreviations,abbreviation,1.0,0.5264702542732946
1518,abbreviations,inebriation,6.0,0.8446062510537962
1519,abbreviations,mobility,10.0,0.7908463506341303
1520,inebriation,inebriation,0.0,5.551115123125783e-17
1521,inebriation,abbreviation,5.0,0.8879822496449488
1522,inebriation,splinter,9.0,0.8248010990353752
1523,inebriation,inebriations,1.0,0.06962327739629046
1524,abbreviation,abbreviation,0.0,1.1102230246251565e-16
1525,abbreviation,inebriation,5.0,0.8879822496449488
1526,abbreviation,splinter,10.0,0.789405123509318
1527,abbreviation,inebriations,6.0,0.8879822496449488
1528,splinter,splinter,0.0,5.551115123125783e-17
1529,splinter,inebriation,9.0,0.8248010990353752
1530,splinter,abbreviation,10.0,0.789405123509318
1531,splinter,inebriations,10.0,0.8248010990353752
1532,inebriations,inebriations,0.0,8.326672684688674e-17
1533,inebriations,inebriation,1.0,0.06962327739629046
1534,inebriations,abbreviation,6.0,0.8879822496449488
1535,inebriations,splinter,10.0,0.8248010990353752
1536,caption,caption,0.0,0.0
1537,caption,captain,2.0,0.7361917128036545
1538,caption,radius,5.0,0.788504838536461
1539,caption,captions,1.0,0.5264591014409961
1540,captain,captain,0.0,1.1102230246251565e-16
1541,captain,caption,2.0,0.7361917128036545
1542,captain,radius,6.0,0.7822254381370979
1543,captain,captions,3.0,0.5774110824903962
1544,radius,radius,0.0,1.1102230246251565e-16
1545,radius,caption,5.0,0.788504838536461
1546,radius,captain,6.0,0.7822254381370979
1547,radius,captions,5.0,0.8261000689785319
1548,captions,captions,0.0,5.551115123125783e-17
1549,captions,caption,1.0,0.5264591014409961
1550,captions,captain,3.0,0.5774110824903962
1551,captions,radius,5.0,0.8261000689785319
1552,captain,captain,0.0,1.1102230246251565e-16
1553,captain,caption,2.0,0.7361917128036545
1554,captain,phrenology,10.0,0.792971448606859
1555,captain,captains,1.0,0.2650354197847702
1556,caption,caption,0.0,0.0
1557,caption,captain,2.0,0.7361917128036545
1558,caption,phrenology,9.0,0.8682525755185706
1559,caption,captains,3.0,0.7600092883635992
1560,phrenology,phrenology,0.0,7.401486830834377e-17
1561,phrenology,captain,10.0,0.792971448606859
1562,phrenology,caption,9.0,0.8682525755185706
1563,phrenology,captains,10.0,0.7725534142271907
1564,captains,captains,0.0,0.0
1565,captains,captain,1.0,0.2650354197847702
1566,captains,caption,3.0,0.7600092883635992
1567,captains,phrenology,10.0,0.7725534142271907
1568,addition,addition,0.0,2.220446049250313e-16
1569,addition,audition,1.0,0.8058136007517621
1570,addition,humility,6.0,0.7450011096830991
1571,addition,additions,1.0,0.33558582390515257
1572,audition,audition,0.0,0.0
1573,audition,addition,1.0,0.8058136007517621
1574,audition,humility,5.0,0.6857401609265182
1575,audition,additions,2.0,0.7934524716743776
1576,humility,humility,0.0,0.0
1577,humility,addition,6.0,0.7450011096830991
1578,humility,audition,5.0,0.6857401609265182
1579,humility,additions,7.0,0.7271169057897511
1580,additions,additions,0.0,0.0
1581,additions,addition,1.0,0.33558582390515257
1582,additions,audition,2.0,0.7934524716743776
1583,additions,humility,7.0,0.7271169057897511
1584,audition,audition,0.0,0.0
1585,audition,addition,1.0,0.8058136007517621
1586,audition,corridor,7.0,0.7133029528790817
1587,audition,auditions,1.0,0.5320600030948412
1588,addition,addition,0.0,2.220446049250313e-16
1589,addition,audition,1.0,0.8058136007517621
1590,addition,corridor,7.0,0.7736629935158086
1591,addition,auditions,2.0,0.8364592315731494
1592,corridor,corridor,0.0,1.1102230246251565e-16
1593,corridor,audition,7.0,0.7133029528790817
1594,corridor,addition,7.0,0.7736629935158086
1595,corridor,auditions,8.0,0.7961838242830053
1596,auditions,auditions,0.0,0.0
1597,auditions,audition,1.0,0.5320600030948412
1598,auditions,addition,2.0,0.8364592315731494
1599,auditions,corridor,8.0,0.7961838242830053
1600,admission,admission,0.0,0.0
1601,admission,admonition,4.0,0.6800759053026229
1602,admission,carnival,8.0,0.7421302314047824
1603,admission,admissions,1.0,0.28425993581019837
1604,admonition,admonition,0.0,0.0
1605,admonition,admission,4.0,0.6800759053026229
1606,admonition,carnival,8.0,0.6956929460998235
1607,admonition,admissions,5.0,0.6682619683576405
1608,carnival,carnival,0.0,0.0
1609,carnival,admission,8.0,0.7421302314047824
1610,carnival,admonition,8.0,0.6956929460998235
1611,carnival,admissions,9.0,0.7700062582519451
1612,admissions,admissions,0.0,0.0
1613,admissions,admission,1.0,0.28425993581019837
1614,admissions,admonition,5.0,0.6682619683576405
1615,admissions,carnival,9.0,0.7700062582519451
1616,admonition,admonition,0.0,0.0
1617,admonition,admission,4.0,0.6800759053026229
1618,admonition,gazelle,10.0,0.8074920549416612
1619,admonition,admonitions,1.0,0.12363563815803125
1620,admission,admission,0.0,0.0
1621,admission,admonition,4.0,0.6800759053026229
1622,admission,gazelle,9.0,0.8219835792721865
1623,admission,admonitions,5.0,0.6800759053026229
1624,gazelle,gazelle,0.0,1.1102230246251565e-16
1625,gazelle,admonition,10.0,0.8074920549416612
1626,gazelle,admission,9.0,0.8219835792721865
1627,gazelle,admonitions,11.0,0.8035414295661014
1628,admonitions,admonitions,0.0,0.0
1629,admonitions,admonition,1.0,0.12363563815803125
1630,admonitions,admission,5.0,0.6800759053026229
1631,admonitions,gazelle,11.0,0.8035414295661014
1632,carburetor,carburetor,0.0,3.700743415417188e-17
1633,carburetor,cabaret,4.0,0.7459738468173526
1634,carburetor,callus,7.0,0.764781774257559
1635,carburetor,carburetors,1.0,0.19287283461812035
1636,cabaret,cabaret,0.0,0.0
1637,cabaret,carburetor,4.0,0.7459738468173526
1638,cabaret,callus,5.0,0.7690827809739489
1639,cabaret,carburetors,5.0,0.7459738468173526
1640,callus,callus,0.0,5.551115123125783e-17
1641,callus,carburetor,7.0,0.764781774257559
1642,callus,cabaret,5.0,0.7690827809739489
1643,callus,carburetors,7.0,0.764781774257559
1644,carburetors,carburetors,0.0,2.7755575615628914e-17
1645,carburetors,carburetor,1.0,0.19287283461812035
1646,carburetors,cabaret,5.0,0.7459738468173526
1647,carburetors,callus,7.0,0.764781774257559
1648,cabaret,cabaret,0.0,0.0
1649,cabaret,carburetor,4.0,0.7459738468173526
1650,cabaret,thermos,7.0,0.7762969596673184
1651,cabaret,cabarets,1.0,0.30584190512824694
1652,carburetor,carburetor,0.0,3.700743415417188e-17
1653,carburetor,cabaret,4.0,0.7459738468173526
1654,carburetor,thermos,8.0,0.7374948306443969
1655,carburetor,cabarets,4.0,0.6920303487577723
1656,thermos,thermos,0.0,0.0
1657,thermos,cabaret,7.0,0.7762969596673184
1658,thermos,carburetor,8.0,0.7374948306443969
1659,thermos,cabarets,6.0,0.7652192333634837
1660,cabarets,cabarets,0.0,0.0
1661,cabarets,cabaret,1.0,0.30584190512824694
1662,cabarets,carburetor,4.0,0.6920303487577723
1663,cabarets,thermos,6.0,0.7652192333634837
1664,altitude,altitude,0.0,0.0
1665,altitude,attitude,1.0,0.6315056293361574
1666,altitude,conscience,8.0,0.7639036768478044
1667,altitude,altitudes,1.0,0.540424050586972
1668,attitude,attitude,0.0,0.0
1669,attitude,altitude,1.0,0.6315056293361574
1670,attitude,conscience,8.0,0.6662869433209262
1671,attitude,altitudes,2.0,0.7363823755508148
1672,conscience,conscience,0.0,0.0
1673,conscience,altitude,8.0,0.7639036768478044
1674,conscience,attitude,8.0,0.6662869433209262
1675,conscience,altitudes,9.0,0.8065126891417456
1676,altitudes,altitudes,0.0,0.0
1677,altitudes,altitude,1.0,0.540424050586972
1678,altitudes,attitude,2.0,0.7363823755508148
1679,altitudes,conscience,9.0,0.8065126891417456
1680,attitude,attitude,0.0,0.0
1681,attitude,altitude,1.0,0.6315056293361574
1682,attitude,shutter,7.0,0.764333001945418
1683,attitude,attitudes,1.0,0.27965472785409706
1684,altitude,altitude,0.0,0.0
1685,altitude,attitude,1.0,0.6315056293361574
1686,altitude,shutter,7.0,0.6762376187639767
1687,altitude,attitudes,2.0,0.6980362600954377
1688,shutter,shutter,0.0,0.0
1689,shutter,attitude,7.0,0.764333001945418
1690,shutter,altitude,7.0,0.6762376187639767
1691,shutter,attitudes,7.0,0.7337782788604345
1692,attitudes,attitudes,0.0,0.0
1693,attitudes,attitude,1.0,0.27965472785409706
1694,attitudes,altitude,2.0,0.6980362600954377
1695,attitudes,shutter,7.0,0.7337782788604345
1696,alumni,alumni,0.0,0.0
1697,alumni,aluminum,3.0,0.6794314395322656
1698,alumni,dynamite,7.0,0.7496102418813018
1699,alumni,alumnus,2.0,0.7022277352694816
1700,aluminum,aluminum,0.0,0.0
1701,aluminum,alumni,3.0,0.6794314395322656
1702,aluminum,dynamite,7.0,0.6977387567844648
1703,aluminum,alumnus,2.0,0.7252865462179829
1704,dynamite,dynamite,0.0,5.551115123125783e-17
1705,dynamite,alumni,7.0,0.7496102418813018
1706,dynamite,aluminum,7.0,0.6977387567844648
1707,dynamite,alumnus,7.0,0.8324616538228715
1708,alumnus,alumnus,0.0,1.1102230246251565e-16
1709,alumnus,alumni,2.0,0.7022277352694816
1710,alumnus,aluminum,2.0,0.7252865462179829
1711,alumnus,dynamite,7.0,0.8324616538228715
1712,aluminum,aluminum,0.0,0.0
1713,aluminum,alumni,3.0,0.6794314395322656
1714,aluminum,exertion,8.0,0.6819625897377413
1715,aluminum,aluminums,1.0,0.7252865462179829
1716,alumni,alumni,0.0,0.0
1717,alumni,aluminum,3.0,0.6794314395322656
1718,alumni,exertion,7.0,0.6766088781977716
1719,alumni,aluminums,4.0,0.7022277352694816
1720,exertion,exertion,0.0,0.0
1721,exertion,aluminum,8.0,0.6819625897377413
1722,exertion,alumni,7.0,0.6766088781977716
1723,exertion,aluminums,9.0,0.7951003024944903
1724,aluminums,aluminums,0.0,1.4802973661668753e-16
1725,aluminums,aluminum,1.0,0.7252865462179829
1726,aluminums,alumni,4.0,0.7022277352694816
1727,aluminums,exertion,9.0,0.7951003024944903
1728,carriage,carriage,0.0,1.1102230246251565e-16
1729,carriage,cartridge,2.0,0.6709210195830957
1730,carriage,thermal,6.0,0.754718690859504
1731,carriage,carriages,1.0,0.5913662618337584
1732,cartridge,cartridge,0.0,0.0
1733,cartridge,carriage,2.0,0.6709210195830957
1734,cartridge,thermal,8.0,0.7200152554757183
1735,cartridge,carriages,3.0,0.7632254066515736
1736,thermal,thermal,0.0,0.0
1737,thermal,carriage,6.0,0.754718690859504
1738,thermal,cartridge,8.0,0.7200152554757183
1739,thermal,carriages,7.0,0.7670267024845014
1740,carriages,carriages,0.0,1.1102230246251565e-16
1741,carriages,carriage,1.0,0.5913662618337584
1742,carriages,cartridge,3.0,0.7632254066515736
1743,carriages,thermal,7.0,0.7670267024845014
1744,cartridge,cartridge,0.0,0.0
1745,cartridge,carriage,2.0,0.6709210195830957
1746,cartridge,veteran,8.0,0.7497868700873758
1747,cartridge,cartridges,1.0,0.1607512731802051
1748,carriage,carriage,0.0,1.1102230246251565e-16
1749,carriage,cartridge,2.0,0.6709210195830957
1750,carriage,veteran,7.0,0.799540613889991
1751,carriage,cartridges,3.0,0.6652278963049425
1752,veteran,veteran,0.0,0.0
1753,veteran,cartridge,8.0,0.7497868700873758
1754,veteran,carriage,7.0,0.799540613889991
1755,veteran,cartridges,9.0,0.7653104307013111
1756,cartridges,cartridges,0.0,0.0
1757,cartridges,cartridge,1.0,0.1607512731802051
1758,cartridges,carriage,3.0,0.6652278963049425
1759,cartridges,veteran,9.0,0.7653104307013111
1760,radium,radium,0.0,5.551115123125783e-17
1761,radium,radius,1.0,0.5702008134837722
1762,radium,veterinarian,9.0,0.8033209046772984
1763,radium,radiums,1.0,5.551115123125783e-17
1764,radius,radius,0.0,1.1102230246251565e-16
1765,radius,radium,1.0,0.5702008134837722
1766,radius,veterinarian,9.0,0.7746788582247568
1767,radius,radiums,1.0,0.5702008134837722
1768,veterinarian,veterinarian,0.0,0.0
1769,veterinarian,radium,9.0,0.8033209046772984
1770,veterinarian,radius,9.0,0.7746788582247568
1771,veterinarian,radiums,10.0,0.8033209046772984
1772,radiums,radiums,0.0,3.700743415417188e-17
1773,radiums,radium,1.0,5.551115123125783e-17
1774,radiums,radius,1.0,0.5702008134837722
1775,radiums,veterinarian,10.0,0.8033209046772984
1776,radius,radius,0.0,1.1102230246251565e-16
1777,radius,radium,1.0,0.5702008134837722
1778,radius,cabaret,6.0,0.7643060846874742
1779,radius,radii,2.0,0.5702008134837722
1780,radium,radium,0.0,5.551115123125783e-17
1781,radium,radius,1.0,0.5702008134837722
